145,error,49,GENERAL ORTIZ AVILA,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 112 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],11762271.3372,11762271.3372,,
146,error,49,GENERAL ORTIZ AVILA,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 112 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],9453062.2589,9453062.2589,,
147,error,5,GENERAL RODOLFO FIERROS,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 113 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],32066454.9347,32066454.9347,,
148,error,42,GRAL. ALVARO OBREGON,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 114 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],243252646.5542,243252646.5542,,
149,error,16,GRAL. FRANCISCO J. MUJICA,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 115 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],35574612.1677,35574612.1677,,
150,error,70,GRAL. HERIBERTO JARA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 116 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],20655970.0020,20655970.0020,,
151,error,74,GRAL. IGNACIO GUTIERREZ,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 117 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],47718587.3166,47718587.3166,,
152,error,74,GRAL. IGNACIO GUTIERREZ,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 117 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],22381126.9138,22381126.9138,,
153,error,74,GRAL. IGNACIO GUTIERREZ,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 117 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],3234351.2799,3234351.2799,,
154,error,29,GRAL. LAZARO CARDENAS,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 118 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],72522430.1406,72522430.1406,,
155,error,31,GRAL. MANUEL CASTILLA BRITO,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 119 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],38105369.9647,38105369.9647,,
156,error,74,GUADALUPE,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 120 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],44216993.2329,44216993.2329,,
157,error,55,GUSTAVO DIAZ ORDAZ,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 121 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],148843331.5862,148843331.5862,,
158,error,18,HALTUNCHEN (VILLA MADERO),ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 122 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],34565805.9742,34565805.9742,,
159,error,5,HAMPOLOL,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 123 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],20813344.1893,20813344.1893,,
160,error,15,HARO,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 124 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],81879030.3599,81879030.3599,,
161,error,15,HARO,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 124 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],137837236.1938,137837236.1938,,
162,error,15,HARO,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 124 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],1586610.4674,1586610.4674,,
163,error,4,HECELCHAKAN,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 125 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],26493443.4762,26493443.4762,,
164,error,4,HECELCHAKAN,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 125 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],59088935.5687,59088935.5687,,
165,error,4,HECELCHAKAN,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 125 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],342094807.8398,342094807.8398,,
166,error,4,HECELCHAKAN,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 125 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],3126408.4884,3126408.4884,,
167,error,4,HECELCHAKAN,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 125 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],66598312.6046,66598312.6046,,
168,error,18,HOBOMO,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 126 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],20788265.6193,20788265.6193,,
169,error,11,HOOL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 127 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],38178480.9836,38178480.9836,,
170,error,35,HOPELCHEN,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 128 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],107381304.7941,107381304.7941,,
171,error,35,HOPELCHEN,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 128 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],996636786.3692,996636786.3692,,
172,error,36,ICH EK,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 129 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],67238004.1007,67238004.1007,,
173,error,43,IGNACIO LOPEZ RAYON,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 130 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],29363714.8265,29363714.8265,,
174,error,32,INDEPENDENCIA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 131 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8796870.5654,8796870.5654,,
175,error,22,ING. EUGENIO ECHEVERRIA CASTELLOT No.1,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 132 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],11857572.4807,11857572.4807,,
176,error,32,ING. EUGENIO ECHEVERRIA CASTELLOT No. 2,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 133 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],25618472.7313,25618472.7313,,
177,error,71,ISLA AGUADA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 134 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],12752576.5647,12752576.5647,,
178,error,9,ITURBIDE,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 135 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],755426507.6365,755426507.6365,,
179,error,41,JOSEFA ORTIZ DE DOMINGUEZ,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 136 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],18873924.8580,18873924.8580,,
180,error,40,JOSE LOPEZ PORTILLO NO. 2,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 137 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],17751846.4557,17751846.4557,,
181,error,59,JOSE MA. MORELOS Y P. No.2 (EL CIBALITO),ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 138 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],21856627.4041,21856627.4041,,
182,error,80,JOSE MA. PINO SUAREZ,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 139 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],15360206.1028,15360206.1028,,
183,error,51,JOSE M. MORELOS Y PAVON,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 140 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],27247336.7535,27247336.7535,,
184,error,51,JOSE M. MORELOS Y PAVON,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 140 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],6270233.1238,6270233.1238,,
185,error,8,KANKI,ejido,4,2509,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 141 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],27054801.4886,27054801.4886,,
186,error,22,KATAB,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 142 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],44996699.6413,44996699.6413,,
187,error,37,KICCHE,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 143 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],21634033.8984,21634033.8984,,
188,error,21,KIKAB,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 144 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],52496068.3094,52496068.3094,,
189,error,18,KILOMETRO 120,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 145 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],103271501.7255,103271501.7255,,
190,error,102,KILOMETRO 18,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 146 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],34995193.4015,34995193.4015,,
191,error,13,KILOMETRO 36,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 147 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],32631356.7583,32631356.7583,,
192,error,97,KILOMETRO 67,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 148 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],36135543.5235,36135543.5235,,
193,error,10,KILOMETRO 74,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 149 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],33761386.7310,33761386.7310,,
194,error,4,KOBEN,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 150 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],26940379.8565,26940379.8565,,
195,error,30,KONCHEN,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 151 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],33166737.8275,33166737.8275,,
196,error,35,KUCULKAN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 152 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],41093226.4562,41093226.4562,,
197,error,11,LA ASUNCION,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 153 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],12093747.5768,12093747.5768,,
198,error,44,LA ESMERALDA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 154 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],21199935.0062,21199935.0062,,
199,error,44,LA ESMERALDA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 154 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],2317677.0550,2317677.0550,,
200,error,22,LA FLOR,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 155 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],11875622.8307,11875622.8307,,
201,error,93,LA FLORIDA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 156 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8101628.0592,8101628.0592,,
202,error,12,LA FORTUNA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 157 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],6261360.1671,6261360.1671,,
203,error,2,LAGON DULCE,ejido,4,2508,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 158 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],4197281.9556,4197281.9556,,
204,error,2,LAGON DULCE,ejido,4,2508,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 158 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],3409985.5818,3409985.5818,,
205,error,2,LAGON DULCE,ejido,4,2508,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 158 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],3377887.6016,3377887.6016,,
206,error,49,LAGUNA GRANDE,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 159 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],38946840.9189,38946840.9189,,
207,error,3,LA LIBERTAD,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 160 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],142976630.1680,142976630.1680,,
208,error,57,LA LUCHA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 161 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],4672985.8732,4672985.8732,,
209,error,33,LA LUCHA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 162 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],22995038.6250,22995038.6250,,
210,error,7,LA NUEVA ESPERANZA,ejido,4,2508,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 163 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],5771446.2369,5771446.2369,,
211,error,51,LA NUEVA VIDA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 164 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],43778790.2913,43778790.2913,,
212,error,65,LA PROVIDENCIA,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 165 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],37706081.3875,37706081.3875,,
213,error,19,LAS DELICIAS,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 166 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],35415446.6268,35415446.6268,,
214,error,23,LAS GOLONDRINAS,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 167 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],68194247.5555,68194247.5555,,
215,error,1,LAS GRANJAS,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 168 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],2001543.6571,2001543.6571,,
216,error,28,LA VICTORIA,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 169 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],26694551.0823,26694551.0823,,
217,error,67,LA VICTORIA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 170 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],39633590.5754,39633590.5754,,
218,error,28,LA VIRGENCITA DE LA CANDELARIA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 171 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],34067935.7614,34067935.7614,,
219,error,43,LA ZANJA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 172 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],35624678.4587,35624678.4587,,
220,error,54,LAZARO CARDENAS,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 173 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],58190015.0535,58190015.0535,,
