archivo,hoja,columna_excel,bloque_encabezado,nombre_exacto_excel,significado_normalizado,ambito,tabla_columna_bd,schema_pydantic,endpoint,pantalla_control_ui,estado
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AI,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,CONVENIO AMPLIACIÓN (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AJ,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,CONVENIO MONTO 90%..,monto 90 por ciento,general,convenio.monto_90,Convenio,/api/convenios/{id},Convenios · MONTO 90%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AK,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,CONVENIO MONTO 100% ..,monto 100 por ciento,general,convenio.monto_100,Convenio,/api/convenios/{id},Convenios · MONTO 100%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AL,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,MONTO BDT2,monto BDT,general,convenio.monto_bdt,Convenio,/api/convenios/{id},Convenios · MONTO BDT,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AM,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,TRIMESTRE3,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AN,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,CONVENIO INGRESADO AL RAN (FECHA)2,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AO,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,NO. DE SOLICITUD DE INGRESO3,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AP,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,TRIMESTRE24,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AQ,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,CALIFICACIÓN REGISTRAL2,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AR,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,CONVENIO INSCRITO EN EL RAN (FECHA)3,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AS,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,TRIMESTRE224,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AT,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN - INSCRIPCIÓN,SUPERFICIE DE AMPLIACIÓN,superficie administrativa en hectáreas,general,afectacion/convenio.superficie_*_ha,Afectacion/Convenio,/api/proyecto-nucleo/{id}/afectaciones,Afectación o Convenio · Superficie (ha),OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AU,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,CONVENIO AMPLIACIÓN 2 (FECHA).,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AV,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,CONVENIO MONTO 90%..3,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AW,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,CONVENIO MONTO 100% ..4,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AX,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,MONTO BDT25,monto BDT,general,convenio.monto_bdt,Convenio,/api/convenios/{id},Convenios · MONTO BDT,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AY,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,TRIMESTRE36,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,AZ,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,CONVENIO INGRESADO AL RAN (FECHA)27,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BA,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,NO. DE SOLICITUD DE INGRESO38,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BB,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,TRIMESTRE249,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BC,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,CALIFICACIÓN REGISTRAL210,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BD,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,CONVENIO INSCRITO EN EL RAN (FECHA)311,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BE,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,TRIMESTRE22412,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BF,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO AMPLIACIÓN -REMANENTE,SUPERFICIE DE AMPLIACIÓN2,superficie administrativa en hectáreas,general,afectacion/convenio.superficie_*_ha,Afectacion/Convenio,/api/proyecto-nucleo/{id}/afectaciones,Afectación o Convenio · Superficie (ha),OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BG,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → INDEMNIZACIÓN,"ESTATUS (COMPLETO, PENDIENTE, PROGRAMADO)",indemnización,general,indemnizacion,Indemnizacion,/api/afectaciones/{id}/indemnizacion,Indemnización y Pagos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BH,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,ENTREGA DE EXPEDIENTE SICT - PROCURADURÍA AGRARIA.,entrega de expediente SICT–PA,general,indemnizacion.fecha_entrega_expediente_pa,Indemnizacion,/api/afectaciones/{id}/indemnizacion,Indemnización y Pagos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BI,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → INFORME DE NO CONFLICTOS,NO. DE OFICIO FIFONAFE A DGAOPR/REPRESENTACIÓN Y FECHA,informe de no conflictos FIFONAFE,general,tramite_fifonafe,TramiteFifonafe,/api/proyecto-nucleo/{id}/fifonafe,FIFONAFE,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BJ,INFORME DE NO CONFLICTOS,NO. DE OFICIO DGAOPR A REPRESENTACIÓN Y FECHA,oficio operativo,general,tramite_fifonafe oficios o documento,TramiteFifonafe/Documento,/api/proyecto-nucleo/{id}/fifonafe,FIFONAFE · Secuencia de oficios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BK,INFORME DE NO CONFLICTOS,RESPUESTA REPRESENTACIÓN A DGAOPR NO. DE OFICIO Y FECHA,oficio operativo,general,tramite_fifonafe oficios o documento,TramiteFifonafe/Documento,/api/proyecto-nucleo/{id}/fifonafe,FIFONAFE · Secuencia de oficios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BL,INFORME DE NO CONFLICTOS,RESPUESTA DGAOPR/REPRESENTACIÓN A FIFONAFE NO. DE OFICIO Y FECHA,informe de no conflictos FIFONAFE,general,tramite_fifonafe,TramiteFifonafe,/api/proyecto-nucleo/{id}/fifonafe,FIFONAFE,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BM,General,OBSERVACIONES / ACUERDOS,observaciones operativas,general,observaciones de la entidad correspondiente,Schema de entidad,endpoint del proceso,Detalle del proceso · Observaciones,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BN,General,VALIDACIÓN PA/SICT,validación operativa PA/SICT,general,sin atributo inequívoco,—,—,FIFONAFE,DECISION_FUNCIONAL_REQUERIDA
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BO,General,OFICIO RAN PARCELAS CON AFECTACIÓN,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BP,General,OBSERVACIONES,observaciones operativas,general,observaciones de la entidad correspondiente,Schema de entidad,endpoint del proceso,Detalle del proceso · Observaciones,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,PROPUESTA,BQ,General,*SOPORTE,soporte documental,general,documento/documento_version/documento_vinculo,Documento,/api/documentos,Documentos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,A,DATOS GENERALES,NUM.,orden de hoja,general,—,—,—,No se captura,NO_APLICA
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,B,DATOS GENERALES,ENTIDAD,entidad federativa,general,entidad_federativa.nombre,EntidadFederativa,/api/catalogos/entidades,Selector de contexto · ENTIDAD,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,C,DATOS GENERALES,MUNICIPIO,municipio,general,municipio.nombre,Municipio,/api/catalogos/municipios,Selector de contexto · MUNICIPIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,D,DATOS GENERALES,RESIDENCIA,residencia administrativa,general,proyecto_nucleo.residencia,ProyectoNucleo,/api/proyecto-nucleo/{id},General · RESIDENCIA,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,E,DATOS GENERALES,CONSECUTIVO,consecutivo operativo,general,proyecto_nucleo_referencia.valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · CONSECUTIVO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,F,DATOS GENERALES,NÚCLEO AGRARIO,núcleo agrario,general,nucleo_agrario.nombre,NucleoAgrario,/api/proyectos/{id}/nucleos,Selector de contexto · NÚCLEO AGRARIO,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,G,DATOS GENERALES,E/C,ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,H,DATOS GENERALES,NOMBRE DE LA PERSONA ORGANIZADORA AGRARIA RESPONSABLE,persona organizadora agraria responsable,general,proyecto_nucleo.responsable_nombre,ProyectoNucleo,/api/proyecto-nucleo/{id},General · PERSONA ORGANIZADORA RESPONSABLE,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,I,DATOS GENERALES,DATOS DE CONTACTO (TELÉFONO),ejido o comunidad,general,nucleo_agrario.tipo_nucleo,NucleoAgrario,/api/proyectos/{id}/nucleos,General · E/C,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,J,DATOS GENERALES,TIPO DE PARCELA (INDIVIDUAL),identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,K,DATOS GENERALES,NO. DE PARCELA,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,L,DATOS GENERALES,NO. DE PARCELA PPT,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,M,DATOS GENERALES,NOMBRE DE LA PERSONA TITULAR DE LA PARCELA,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,N,DATOS GENERALES,CONSTANCIA DE VIGENCIA DE DERECHOS (FECHA),constancia de vigencia de derechos,individual,parcela.constancia_vigencia_fecha + documento,Parcela,/api/nucleos/{id}/parcelas,Parcelas · Vigencia de derechos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,O,DATOS GENERALES,CERTIFICADO PARCELARIO,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,P,DATOS GENERALES,FOLIO DE DERECHOS,folio de derechos,individual,parcela.folio_derechos,Parcela,/api/nucleos/{id}/parcelas,Parcelas · Folio de derechos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,Q,General,CLAVE DEL TRAMO,referencia histórica del tramo,general,proyecto_nucleo_referencia.tipo/valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · Referencias del tramo,REFERENCIA_LEGACY
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,R,General,NÚMERO DE TRAMO,referencia histórica del tramo,general,proyecto_nucleo_referencia.tipo/valor,ProyectoNucleoReferencia,/api/proyecto-nucleo/{id}/referencias,General · Referencias del tramo,REFERENCIA_LEGACY
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,S,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO FIRMADO (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,T,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO MONTO 90%,monto 90 por ciento,general,convenio.monto_90,Convenio,/api/convenios/{id},Convenios · MONTO 90%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,U,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO MONTO 100%,monto 100 por ciento,general,convenio.monto_100,Convenio,/api/convenios/{id},Convenios · MONTO 100%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,V,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,MONTO BDT,monto BDT,general,convenio.monto_bdt,Convenio,/api/convenios/{id},Convenios · MONTO BDT,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,W,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,TRIMESTRE,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,X,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO INGRESADO AL RAN (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,Y,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,NO. DE SOLICITUD DE INGRESO,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,Z,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,TRIMESTRE2,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AA,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CALIFICACIÓN REGISTRAL,seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AB,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → CONVENIO DE OCUPACIÓN PREVIA - INSCRIPCIÓN,CONVENIO INSCRITO EN EL RAN (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AC,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,TRIMESTRE22,periodo derivado de fecha,general,vista KPI,DashboardKPI,/api/dashboard,Dashboard,DERIVADO
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AD,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,CONVENIO MODIFICATORIO (FECHA),seguimiento de convenio,general,convenio,Convenio,/api/afectaciones/{id}/convenios,Convenios,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AE,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,CONVENIO MONTO 90%2,monto 90 por ciento,general,convenio.monto_90,Convenio,/api/convenios/{id},Convenios · MONTO 90%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AF,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,CONVENIO MONTO 100% 2,monto 100 por ciento,general,convenio.monto_100,Convenio,/api/convenios/{id},Convenios · MONTO 100%,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AG,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES → INDEMNIZACIÓN,"ESTATUS (COMPLETO, PENDIENTE, PROGRAMADO)",indemnización,general,indemnizacion,Indemnizacion,/api/afectaciones/{id}/indemnizacion,Indemnización y Pagos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AH,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,ENTREGA DE EXPEDIENTE SICT - PROCURADURÍA AGRARIA.,entrega de expediente SICT–PA,general,indemnizacion.fecha_entrega_expediente_pa,Indemnizacion,/api/afectaciones/{id}/indemnizacion,Indemnización y Pagos,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AI,SEGUIMIENTO DE AFECTACIÓN A DERECHOS INDIVIDUALES,SUPERFICIE TOTAL (HA).,superficie administrativa en hectáreas,general,afectacion/convenio.superficie_*_ha,Afectacion/Convenio,/api/proyecto-nucleo/{id}/afectaciones,Afectación o Convenio · Superficie (ha),OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AJ,General,OBSERVACIONES / ACUERDOS,observaciones operativas,general,observaciones de la entidad correspondiente,Schema de entidad,endpoint del proceso,Detalle del proceso · Observaciones,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AK,General,VALIDACIÓN PA/SICT,validación operativa PA/SICT,general,sin atributo inequívoco,—,—,FIFONAFE,DECISION_FUNCIONAL_REQUERIDA
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AL,General,OFICIO RAN PARCELAS CON AFECTACIÓN,identificación de parcela,individual,parcela.numero_parcela/tipo_parcela,Parcela,/api/nucleos/{id}/parcelas,Afectación individual · Parcela,OK
SEGUIMIENTO DE ACTIVIDADES LIBERACIÓN DE VIAS-INDIVIDUALES-MQ.xlsx,COP´S PENDIENTES,AM,General,OBSERVACIONES,observaciones operativas,general,observaciones de la entidad correspondiente,Schema de entidad,endpoint del proceso,Detalle del proceso · Observaciones,OK
